last milk,AI bull no ISR,last SCC,AI type,not for AI,exp. Calving,at milk,preg,lact no,status,barach,group,group name,cull date,enter way,breed,MGS,sex,cow name,tag color,no.tag plasic,no tag ,burn no,government no,sire,se number,computer no,cow no,computer mom,avg milk last 10 days,avg milkig time in last 10 days,brd milk kg,brd fat kg,brd prot kg,brd fat pre,brd prot pre,brd SCC,brd ECM,udder,ati,legs,brd milk mom,brd fat kg mom,brd prot mom,brd fat pre mom,brd prot pre mom,brd SCC mom,brd ecm mom,brd tpi mom,brd udder mom,brd legs mom,brd milk sire,brd fat kg sire,brd prot kg sire,brd fat pre sire,brd prot pre sire,brd SCC sire,brd ecm sire,brd tpi sire,brd udder sire,brd legs sire,brd dau fertilty,brd still birth,brd calvig easy,birth date,exit way,exit erson,exiy weight,price per kg,exit price,bayer,calving date,dry date,last dhi date,no dhi ater calving,pl milk kg,last AI date,pl Fat kg,pl prot kg,pl kaktuz_miz,adjust milk kg,adjust fat kg,adjust prot kg,mom se,mom name,DMI,days in preg,bayer name,byaer farm nmae,days after AI,days till next calving,days till dry,enter whight,wining wheight,growth rate,growth rate total,days after dry,BCS date after calvig ,total wight,BCS pick milk date,BCS pick milk,BCS dry date,BCS dry,BCS half dry date,BCS half dry,avg milk,avg ecm,wested days AI,open days,rest days,SCC calc1,ECM total at lact,ecm according the heard,no of milking by day,last DHI date,last heating date,last abortion,adjust ecm,edjust ecm prev lact,adjust prot kg prev lact,adjust milk prev lact,adjust fat kg prev lact,DIM prev lact,mate 1,inseminator name,highet,exp milk kg 305,exp fat kg 305,exp ecm 305,exp prot kg ,match bull,exp exm 305 ?,age by month,adjust ecm,feed lot,days till dry,rep,AI time,fat pre DHI,prot pre DHI,supply,pl prot pre,efect preg date,pl milk,highet date,last calving days in dry,for cull,pl fat pre,preg,PGS,date molk day,last calvig date,fat/prot,last milk1,?,last whight,last wheight date,enter date,enter last date,days in last group,?,last se,birth month,whight1,whight2,whight3,whight4,whight5,whight6,whight7,whight8,whight rate 1,whight rate 2,whight rate 3,whight rate 4,whight rate 5,whight rate 6,whight rate 7,whight rate 8,whight date 1,whight date 2,whight date 3,whight date 4,whight date 5,whight date 6,whight date 7,whight date 8,date pick milk,kg at pick,bying price,?,last vet ,last vet diagnosis,sorting,vac date ,vac drug,last gov no,age in 1 lact,persistence 1,persistence 1,no live bull,live bulld fate,colestrom value1,colestrom value2,refractometers value,remark,last AI date
,,,,0,,0,0,,0,1,92,עגלות*,07/05/2001,1,1,3301,1,,,,,,,3859,-104,113,-104,177697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/05/2001,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,07/05/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,17/12/2003,1,1,3904,1,,,,,,,3859,-346,544,-346,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/12/2003,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,17/12/2003,,,,,,17/12/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,11/10/1999,1,1,3123,1,,,,,,,3369,-10,331697081,-10,32697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/10/1999,4,80,,,,10,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,11/10/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,08/09/2003,1,1,3852,1,,,,,,,5247,-316,489,-316,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2003,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,08/09/2003,,,,,,08/09/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,15/01/2002,1,1,3733,1,,,,,,,3900,-173,238,-173,281697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/01/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,15/01/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,26/02/2005,1,1,3833,1,,,,,-448,,7181,-448,724,-448,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/02/2005,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,26/02/2005,,,,,,26/02/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,04/09/2005,1,1,3443,1,,,,,-485,,3904,-485,794,-485,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/09/2005,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,04/09/2005,,,,,,04/09/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,16/11/2002,1,1,3304,1,,,,,,,5232,-244,363,-244,260697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/11/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,16/11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,21/04/2001,1,1,2357,1,,,,,,,3646,-103,112,-103,142697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2001,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,21/04/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,11/11/2000,1,4,3241,1,,,,,,,4905,-78,42,-78,107697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/11/2000,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,11/11/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,19/01/2002,1,1,3274,1,,,,,,,3930,-172,237,-172,220697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/01/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,19/01/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,09/11/2004,1,4,3688,1,,,,,-416,,4924,-416,668,-416,395697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/11/2004,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,09/11/2004,,,,,,09/11/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,01/09/2005,1,1,5195,1,,,,,-484,,3803,-484,793,-484,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/09/2005,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,01/09/2005,,,,,,01/09/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,26/12/1999,1,1,3289,1,,,,,,,3822,-30,365697081,-30,181697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/12/1999,4,80,,,,10,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,26/12/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,19/01/2002,1,1,3376,1,,,,,,,3617,-171,236,-171,367697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/01/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,19/01/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,31/08/2005,1,4,3595,1,,,,,-483,,4937,-483,792,-483,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/08/2005,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,31/08/2005,,,,,,31/08/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,15/03/2003,1,1,3661,1,,,,,,,3807,-275,416,-275,342697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/03/2003,4,80,,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,15/03/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,16/11/2002,1,1,3168,1,,,,,,,7003,-243,361,-243,88697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/11/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,16/11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,06/09/2003,1,1,3661,1,,,,,,,5278,-315,486,-315,305697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/09/2003,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,06/09/2003,,,,,,06/09/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,16/12/2003,1,4,3391,1,,,,,,,4928,-345,541,-345,329697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/12/2003,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,16/12/2003,,,,,,16/12/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,14/02/2000,1,1,3258,1,,,,,,,3376,-40,382697081,-40,237697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2000,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,14/02/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,17/01/2002,1,1,3820,1,,,,,,,3758,-170,235,-170,379697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/01/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,17/01/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,07/11/2004,1,1,3744,1,,,,,-415,,7019,-415,666,-415,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/11/2004,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,07/11/2004,,,,,,07/11/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,08/10/1999,1,1,3258,1,,,,,,,3376,-8,323697081,-8,214697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/09/1999,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0.3,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,30/09/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,30/08/2005,1,1,5278,1,,,,,-482,,7085,-482,791,-482,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/08/2005,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,30/08/2005,,,,,,30/08/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,06/09/2003,1,1,3304,1,,,,,,,5242,-314,485,-314,410697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/09/2003,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,06/09/2003,,,,,,06/09/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,15/12/2003,1,4,3212,1,,,,,,,4930,-344,540,-344,210697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/12/2003,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,15/12/2003,,,,,,15/12/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,21/10/2001,1,1,3304,1,,,,,,,3586,-141,179,-141,347697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2001,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,21/10/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,10/01/2002,1,1,3820,1,,,,,,,3304,-169,234,-169,375697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/01/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,10/01/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,05/11/2004,1,4,3421,1,,,,,-414,,4938,-414,665,-414,302697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/11/2004,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,05/11/2004,,,,,,05/11/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,23/02/2005,1,1,3829,1,,,,,-447,,3903,-447,720,-447,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/02/2005,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,23/02/2005,,,,,,23/02/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,30/07/2000,1,1,3241,1,,,,,,,3304,-53,406697081,-53,189697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/07/2000,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,30/07/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,13/11/2002,1,1,3595,1,,,,,,,3570,-242,359,-242,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/11/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,13/11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,13/03/2003,1,4,3630,1,,,,,,,4931,-274,414,-274,384697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2003,4,80,,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,13/03/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,21/08/2005,1,1,5278,1,,,,,-481,,3961,-481,790,-481,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/08/2005,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,21/08/2005,,,,,,21/08/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,02/12/2005,1,4,3863,1,,,,,-518,,4924,-518,845,-518,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/12/2005,13,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,02/12/2005,,,,,,02/12/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,27/10/1999,1,1,3274,1,,,,,,,3304,-15,340697081,-15,205697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/10/1999,4,80,,,,10,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,27/10/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,03/09/2003,1,1,3304,1,,,,,,,3844,-313,484,-313,417697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2003,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,42,03/09/2003,,,,,,03/09/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
