r_last_halav,mispar_par_mazria,r_last_somatim,r_sug_last_hazraa,ri_hafsakat_hazraa,r_trc_hamlata_zfuy,ri_holevet,ri_hara,r_tahluva,c_status_bakar,c_shluha,c_kvuza,r_teur_kvuza,r_trc_yezia,c_knisa,c_geza,mispar_av_em,c_min,r_shem,c_zeva,r_otomati,r_kvia,r_ozen,c_par,mispar_par,k_zhy_unique,k_zhy_movil,c_em_unique,r_memuza_halav_yomi,r_memuza_halivot,r_ag_kg_halav,r_ag_kg_shuman,r_ag_kg_helbon,r_ag_ahuz_shuman,r_ag_ahuz_helbon,r_ag_ahuz_rts,r_ag_kg_hamam,r_calc_tpi,r_reglaim,ag_kg_halav_m,ag_kg_shuman_m,ag_kg_helbon_m,ag_ahuz_shuman_m,ag_ahuz_helbon_m,ag_ahuz_rts_m,ag_kg_hamam_m,r_calc_tpi_m,r_atin_klali_m,r_reglaim_m,ag_kg_halav_f,ag_kg_shuman_f,ag_kg_helbon_f,ag_ahuz_shuman_f,ag_ahuz_helbon_f,ag_ahuz_rts_f,ag_kg_hamam_f,r_calc_tpi_f,r_atin_klali_f,r_reglaim_f,comp_ag_brd_frt_f,r_horasha_tmotat_vladot,r_horasha_hamlata_k,r_atin_klali,r_trc_lida,c_ofen_yezia,c_siba,r_mishkal,r_mehir_kg,r_mehir_bakar,c_lakoah,r_trc_hatchala,r_trc_ybush,r_bikoret_ahron,r_bikoret,chalav_miz,azraa_aharon,suman_miz,chelbon_miz,lkaktuz_miz,chalav_metukan,suman_metukan,helbon_metukan,comp_se_em,comp_shem_em,comp_yamim_batchluva,comp_yemey_herayon,comp_shem_kone,comp_meshek_kodem,comp_yamim_mehazraa,comp_yamim_lehamlata,comp_yamim_leyebush,comp_mishkal_knisa,comp_mishkal_gmila,,comp_mishkal_leyom,comp_yamim_beyebush,comp_date_tzyun_hamlata,comp_derug_hamlata,comp_date_tzyun_chalav,comp_derug_si_halav,comp_date_tzyun_yoves,comp_derug_yovesh,comp_date_tzyun_emza_yoves,comp_derug_emza,comp_halav_yomi,comp_hamam_yomi,comp_srak,comp_rik,comp_menucha,comp_somatim_1,chamam_mitztaber,hefres_eder,halivot_aharon,chamam_bikoret_achrona,comp_date_drisha,comp_date_hapala,hmm_mtukan,copm_hmm_mtukan_befor,copm_helbon_mtukan_befor,copm_halav_mtukan_befor,copm_shuman_mtukan_befor,copm_ymei_heryon_befor,r_match_par_1,shem_mazriaa,comp_gova,comp_halav_p,comp_shuman_p,comp_hamam_p,comp_helbon_p,comp_match_par,r_hmm_muarah,comp_gil_bechodashim,comp_hmm_mtukan,c_pitum,date_comp_yamim_leyebush,comp_ashnot,shaa_mazriaa,comp_shuman_bikoert,comp_helbun_bikoert,comp_sapak,comp_avg_helbon_all_life,r_trc_hafraia,comp_tnuvat_haim,comp_trc_gova,comp_yebush_befor,r_ind_suman_leyezia,comp_avg_shuman_all_life,r_heara,comp_av_hhav,comp_trc_halav_yomi,comp_hamlata_haharon,comp_shuman_per_helbun_bikoert,comp_last_halav1,comp_null_integer,comp_mishkal,comp_date_mishkal,r_trc_knisa,r_trc_last_knisa,comp_shehut_kvuza,comp_null_dec,comp_eder_kodem,comp_month_lida,skila1,skila2,skila3,skila4,skila5,skila6,skila7,skila8,tami_skila1,tami_skila2,tami_skila3,tami_skila4,tami_skila5,tami_skila6,tami_skila7,tami_skila8,trc_skila1,trc_skila2,trc_skila3,trc_skila4,trc_skila5,trc_skila6,trc_skila7,trc_skila8,comp_peak,comp_peak_yamim,comp_mehir_knia,comp_yamim_hlv_kodem,comp_trc_avhana,comp_avhana,ext_sort_selected,comp_trc_hisun,comp_hisun,comp_ozen_old,ext_gil_hamlata1,ext_hatmada_h,ext_hatmada_p,comp_par_harbaa,comp_trc_par_harbaa,comp_erch_colostrum_1,comp_erch_colostrum_2,comp_erch_refractometers,comp_bne_bakar_remarks
,,,,0,,0,0,,0,1,91,עגלים*,30/09/2004,1,1,5232,1,,,,-404,,3908,3908,649,-404,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/09/2004,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,30/09/2004,,,,,,01/09/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,13/01/2005,1,1,3822,1,,,,-437,,7181,7181,704,-437,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/01/2005,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,13/01/2005,,,,,,01/01/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,12/10/2002,1,4,3266,1,,,,,,4923,4923,343,-233,118697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/10/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,22/07/2002,1,1,3304,1,,,,,,3651,3651,288,-202,301697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/07/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/07/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,31/07/2000,1,1,3304,1,,,,,,3877,3877,408697081,-54,194697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/07/2000,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/07/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,09/03/2001,1,1,3241,1,,,,,,3859,3859,96,49903,125697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/03/2001,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/03/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,4,יונקיה,18/04/2006,1,1,3258,1,,,,-531,,3811,3811,882,-531,242697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/04/2006,13,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,18/04/2006,,,,,,01/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,11/01/2005,1,1,3904,1,,,,-436,,3908,3908,703,-436,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/01/2005,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,11/01/2005,,,,,,01/01/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,28/09/2004,1,1,3756,1,,,,-403,,5300,5300,648,-403,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/09/2004,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,28/09/2004,,,,,,01/09/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,11/09/2000,1,1,3369,1,,,,,,3607,3607,12,-63,247697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/09/2000,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/09/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,21/07/2002,1,1,3481,1,,,,,,5243,5243,287,-201,288697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/07/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/07/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,11/10/2002,1,1,3274,1,,,,,,5232,5232,342,-232,145697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/10/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/10/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,09/08/2003,1,1,3661,1,,,,,,5282,5282,467,-306,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/08/2003,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,09/08/2003,,,,,,01/08/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,4,יונקיה,12/04/2006,1,4,3811,1,,,,-530,,5403,5403,881,-530,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2006,13,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,12/04/2006,,,,,,01/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,10/12/1999,1,1,3289,1,,,,,,3846,3846,359697081,-26,175697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/12/1999,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/12/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,07/12/2001,1,4,3241,1,,,,,,4916,4916,216,-159,109697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/12/2001,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/12/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,11/10/2002,1,1,3304,1,,,,,,3651,3651,341,-231,308697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/10/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/10/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,03/11/2005,1,1,3889,1,,,,-507,,3811,3811,827,-507,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/11/2005,13,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,03/11/2005,,,,,,01/11/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,17/07/2002,1,1,3304,1,,,,,,5258,5258,286,-200,292697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/07/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/07/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,01/11/2003,1,4,3586,1,,,,,,4931,4931,521,-335,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/11/2003,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,01/11/2003,,,,,,01/11/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,4,יונקיה,06/04/2006,1,1,3304,1,,,,-529,,7282,7282,880,-529,348697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/04/2006,13,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,06/04/2006,,,,,,01/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,06/08/2003,1,1,3651,1,,,,,,5283,5283,466,-305,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/08/2003,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,06/08/2003,,,,,,01/08/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,30/05/2004,1,1,3901,1,,,,-376,,7017,7017,591,-376,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/05/2004,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,30/05/2004,,,,,,01/05/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,12/09/2005,1,4,3651,1,,,,-488,,4937,4937,800,-488,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/09/2005,13,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,12/09/2005,,,,,,01/09/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,24/01/2000,1,1,2283,1,,,,,,5179,5179,376697081,-38,26697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/01/2000,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/01/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,09/07/2002,1,1,3304,1,,,,,,3651,3651,285,-199,229697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/07/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/07/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,02/11/2005,1,4,4923,1,,,,-506,,7218,7218,826,-506,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/11/2005,13,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,02/11/2005,,,,,,01/11/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,07/07/2005,1,1,3923,1,,,,-474,,3811,3811,771,-474,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/07/2005,13,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,07/07/2005,,,,,,01/07/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,4,יונקיה,06/04/2006,1,4,3651,1,,,,-528,,5402,5402,879,-528,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/04/2006,13,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,06/04/2006,,,,,,01/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,23/09/2004,1,1,3744,1,,,,-402,,5300,5300,645,-402,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/09/2004,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,23/09/2004,,,,,,01/09/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,06/12/2001,1,1,3789,1,,,,,,3829,3829,214,-158,363697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/12/2001,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/12/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,15/05/2000,1,1,5181,1,,,,,,3653,3653,393697081,-46,172697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2000,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/05/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,91,עגלים*,30/05/2004,1,1,3921,1,,,,-375,,3651,3651,590,-375,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/05/2004,4,80,42,,,1,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,42,30/05/2004,,,,,,01/05/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,14/09/2001,1,1,3274,1,,,,,,3652,3652,159,-131,261697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/09/2001,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/09/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,08/12/2000,1,4,3289,1,,,,,,4905,4905,56,-79,175697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/12/2000,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/12/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,,0,1,92,עגלות*,07/07/2002,1,1,3258,1,,,,,,5260,5260,284,-198,151697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/07/2002,4,80,,,,0,,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/07/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
